"2021 Inventory Report (Newly Acquired Materials)"
"Date Created:","Jun 06, 2021"
"Time Created:","2:32:27 PM"
Filters:,none
Search:,none
"Number of Newly Acquired Materials:",4445

"Accession Number",Barcode,"Call Number",Title,Author,Volume,Year,Edition,Publisher,"Publication Year","Circulation Type",Type,Status,Source,Location,"Last Year Inventoried"
BC-66914,UBULB0071697,Thesis,"&quot;Understanding climate change with Pidlo Pine Tree and Billy Billit&quot; : a post-test evaluation","Alcantara, Alvin Decena",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66913,UBULB0071698,Thesis,"Langit, lupa, impiyerno : ang espasyo ng maralitang lungsod bilang suheto ng paggalugad","Delos Trinos, Reyzeljan Josef Bautista",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66971,UBULB0071689,Thesis,"The portrayal of LGBT characters in GMA 7's My Husband's Lover","Flores, Marie Elinor Lapus",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66970,UBULB0071690,Thesis,"Constructing the Filipino play style culture and the Filipino image in massively multiplayer online role-playing games","Odsey, Cameron S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66969,UBULB0071691,Thesis,"The Rainbow reading experience : a thematic analysis of Rainbow Rowell's contemporary young adult novels","Aronales, Bienelle Tiburan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66967,UBULB0071693,Thesis,"Away from keyboard : an analysis of the social judgment on professional video gaming","Changcoco, Jim Carlo Asuncion",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66966,UBULB0071694,Thesis,"The Filipino teens' gender and sexual identities according to Candy Magazine : a textual analysis","Alab, Jheng Villanueva",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66965,UBULB0071683,Thesis,"Guerilla social media : decoding 'Ang Bayan', the official YouTube platform of the Communist Party of the Philippines","Taguba, Emmanuel Bonn T.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66964,UBULB0071684,Thesis,"Adaptation to Filipino culture by Japanese migrants through intercultural communication in Baguio City","Nuevo, Ama Paula Del Prado",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66963,UBULB0071685,Thesis,"A study on the intercultural communication and adaptation strategies of Arab students in Baguio City","Madeja, Keisha Cristel De Luna",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66962,UBULB0071686,Thesis,"&quot;Connected ka pa ba?&quot; : how social media usage affects face-to-face interactions within the home","Dela Vega, Marie Grace Aquino",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66961,UBULB0071687,Thesis,"An analysis on the portrayal of women journalists on TV Patrol World news program of ABS-CBN","Din, Kayena Carbonell",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66960,UBULB0071688,Thesis,"Performing for the dead, performance towards death : the cantores of San Carlos City, Pangasinan","Gines, Alyssa Shenna A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66959,UBULB0085380,Thesis,"Pokemon as a modern iteration of Vladimir Propp's morphology of the folktale","Pagdanganan, Jhon Ronniel Santalisis",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66958,UBULB0085379,Thesis,"Tomorrow's struggle begins today : analyzing Rappler's coverage of the Lumad in 2015","De Jesus, Gene Roz Jamil Centeno",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66957,UBULB0085381,Thesis,"Karnabal ng kasarian : ang carnivalesque sa diskurso ng kasarian sa apat na pelikula ni Vice Ganda","Pascual, Raziell Keziah Dionisio",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66956,UBULB0085382,Thesis,"Basic sentences in Bolinao with Tagalog equivalents","Paleb, Janette Carlit",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66953,UBULB0085372,Thesis,"Code-switching sa musikang rap ng Pilipinas : isang deskriptibo at pragmatikang pagsusuri","Junio, Sunny Jean Q.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66954,UBULB0085373,Thesis,"Code-switching in Sunday services of a non-liturgical Pentecostal Christian church in Asin Road, Baguio City","Ceniza, Maria Gleza O.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66955,UBULB0085383,Thesis,"Bakar : Kalinga warrior tattoo game promoting awareness on the cultural value and meanings of Cordillera tattoos through board game","Alden, Zyrus Jared Reyes",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66952,UBULB0085374,Thesis,"Coming of age feminism : a feminist critical discourse analysis of elements of sensibility in John Green's novels","Chua, Rachel Ann Aquino",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66951,UBULB0085375,Thesis,"Tabi-tabi po : a sculptural artwork as homage to magtatawas","Macaraeg, Mae Ann S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66950,UBULB0085376,Thesis,"/H/ in Kapampangan : a sociophonetic analysis","Santiago, Donna Rose Figueroa",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66949,UBULB0085377,Thesis,"Critical discourse analysis of nonverbal communication patterns involved in sex acts from selected Filipino &quot;pene&quot; movies from 1980-2002","Abesamis, Kevin Ray Victorio",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66948,UBULB0085378,Thesis,"A sociolinguistic study on the language mixing of TV news programs of GMA network in north-central Luzon, Philippines","Tulagan, Alfe San Juan",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66946,UBULB0085371,Thesis,"The anatomy of DEPED-issued Filipino 6 textbooks : mapping out knowledge and cognitive complexity","Caguicla, Ana Isabel Dimaculangan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66947,UBULb0085370,Thesis,"The sociality of spatial grammar : space, agency and history in Burnham Park","Labayne, Ivan Emil",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66801,UBULB0071566,Thesis,"Fabrication of a linear motion and laser control system with Arduino interface","Payot, Ariel Jorge F.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66800,UBULB0071565,Thesis,"Spatial analysis of dengue spread in the city of Baguio from 2009 to 2011","Macayan, Nathaniel T.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66798,UBULB0071563,Thesis,"Thermodynamics of quantum spin systems","Cometa, Adam Jesson P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66797,UBULB0071562,Thesis,"Optical and structural properties of p-doped ZnO synthesized via electrochemical method","Pangasinan, Jamela N.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68325,UBULB0085472,Thesis,"Ar atmospheric plasma jet-treated porous ceramic filter with embedded Ag particles for antimicrobial treatment of rainwater","Deang, Astrid Jireh D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66799,UBULB0071564,Thesis,"Ar atmospheric plasma jet-treated porous ceramic filter with embedded Ag particles for antimicrobial treatment of rainwater","Deang, Astrid Jireh D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66796,UBULB0071561,Thesis,"Spiking dynamics of CA3 pyramidal neurons","Martecio, Jobeth G.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66802,UBULB0071567,Thesis,"ZNO assisted RGO electrodes deposited via spray pyrolysis technique for electrochemical capacitors","Vargas, Alexandria U.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66803,UBULB0071559,Thesis,"Synthesis of niobium oxide (NbxOy) via an atmospheric pressure plasma jet (APPJ) system","Daduya, Clifford A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66982,UBULB0085419,Thesis,"Chemically deposited zinc oxide/graphene oxide nanocomposite and its potential as a supercapacitor","Fontanilla, Aixeen M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-69590,UBULB0088807,Thesis,"Market analysis of GrabTaxi in Baguio City","Ramos, Charlene Joyce V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68320,UBULB0087255,Thesis,"Bacterial inhibition and anti-swarming motility properties of essential oils extracted from selected plants","Solis, Abby Gail T.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-67990,UBULB0085439,Thesis,"Bacterial inhibition and anti-swarming motility properties of essential oils extracted from selected plants","Solis, Abby Gail T.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-67985,UBULB0085435,"LG 996 2005 C59 A69","Dynamics of weaving and development of an Itneg community in Abra, Philippines","Aquino, Marlowe U.",0,0,,,2005,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68321,UBULB0087256,Thesis,"Hypoglycemic potential of Annona muricata, Sesbania grandiflora, and Muntingia calabura polyherb decoction on wistar mice","Tadeo, Vanessa C.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
"BC-67987 ",UBULB0085437,Thesis,"Hypoglycemic potential of Annona muricata, Sesbania grandiflora, and Muntingia calabura polyherb decoction on wistar mice","Tadeo, Vanessa C.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68330,UBULB0087263,Thesis,"Antibacterial activity of silver nanoparticle-coated pure (100%) cotton traditional textiles via atmospheric pressure plasma jet","Ocampo, Isaiah Noel D.",0,0,,,2017,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68307,UBULB0085462,Thesis,"Heavy metal bioaccumulation of bacteria isolated from Balili River, La Trinidad, Benguet","Guiang, Odessa V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-67988,UBULB0085438,Thesis,"Heavy metal bioaccumulation of bacteria isolated from Balili River, La Trinidad, Benguet","Guiang, Odessa V.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68303,UBULB0085466,Thesis,"Gold nanoparticle syntheses by alkaliphilic bacteria isolated from a Palawan serpentinized stream","Gabo, Lei Esther B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-67989,UBULB0085440,Thesis,"Gold nanoparticle syntheses by alkaliphilic bacteria isolated from a Palawan serpentinized stream","Gabo, Lei Esther B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68092,UBULB0087009,"LG 995 2003 P512 Y37","Ay-ayam : games Bontoc play in Samoki village","Yasol, Joana L.",0,0,,,2003,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68153,UBULB0086532,Thesis,"A semiotic analysis on the narratives of female strippers on power","Aberin, Janine Hernandez",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68154,UBULB0085357,Thesis,"The blended learning experience of grade 11 students of AMA Computer College of Baguio and STI College Baguio","Alcid, Malanis Morrisette Balido",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68155,UBULB0085358,Thesis,"Perception and willingness to communicate of normal children towards children with craniofacial deformities","Alonzo, Francess Mae Daroy",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68156,UBULB0087099,Thesis,"A sociolinguistic evaluation of the value of exclusivity among gay men in Novaliches, Quezon City","Alonzo, Roanna Marella Bueno",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68157,UBULB0087100,Thesis,"Citizen journalism : the actualization of the &quot;fifth estate&quot; in the Philippines","Amado, Zarena Ann D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68158,UBULB0087101,Thesis,"Gendered identities of male and female World Wrestling Entertainment (WWE) superstars on social networking sites","Antonio, Mary Pauline Alcain",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68159,UBULB0087102,Thesis,"A content analysis of Will Murai's digital illustrations and its portrayal of women","Anudon, Floyd Lambert Lacaran",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68160,UBULB0087103,Thesis,"A critical discourse analysis on othering of Moros in the reportage of the Mamasapano incident","Asuncion, Wenilyn Macadangdang",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68161,UBULB0087104,Thesis,"Use of beautifying applications as tools to express the self-identity of parloristas on Facebook","Ayes, Adrian Harvey Valix",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68162,UBULB0087105,Thesis,"The socially constructed identities of beauty pageant queens in selected areas of northern Luzon","Bautista, Carmellene Rose Amador",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68163,UBULB0087106,Thesis,"Forming thesis groups among UP Baguio BA Communication students : a network theory approach","Bautista, Juan Carloz Campomanes",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68164,UBULB0087107,Thesis,"Hail to Apo Baket : the narratives of the devotees of Our Lady of Manaoag","Baylon, Ma. Angela Sipin",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68165,UBULB0087108,Thesis,"Gatekeeping practices in citizen journalism through social media","Boquiren, Nicole Abigail De Guzman",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68166,UBULB0087109,Thesis,"Faithbook : analyzing how panopticism affects the Every Nation Campus Baguio Christian leader's Facebook communicative behavior","Bulatao, Quennie Iris Vallo",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68169,UBULB0087111,Thesis,"Sacred art of paper severing : San Migueleños pabalat as a communicative form of heritage management","Catindig, Christine Grace Meneses",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68168,UBULB0087112,Thesis,"Evaluation of &quot;nocturne&quot; through the analysis of audience reception","Cayabyab, Vergel Antonio Rafael C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68170,UBULB0087113,Thesis,"Proposed Pangasinan learning module in reading comprehension for Grade 3 students","Cendaña, Job Alwyn",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68171,UBULB0087114,Thesis,"Meanings of emoji language in online and offline spaces : measuring consistency and inconsistency","Contreras, Alyssa Bacay",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68172,UBULB0087115,Thesis,"A descriptive analysis of the Ilokano language as spoken in the municipality of Villasis, Pangasinan","Cosue, Stephanie Sibayan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68174,UBULB0087120,Thesis,"A semiotic analysis of cultural myths behind selected Pangasinan novelty songs of Gusting and Soping","David, Ma. Yvone Lomibao",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68175,UBULB0087121,Thesis,"Print media and the future : national broadsheets in the digital age","De Leon, Samuel Joshua",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68173,UBULB0087119,Thesis,"Exploring the mother in selected Philippine children's literature","Daquial, Doenemi Shanea Carantes",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68176,UBULB0087116,Thesis,"Slash fan fiction : (un)gendering roles, (un)doing heteronormativity","Devilles, Jallycca Joy Jamora",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68177,UBULB0087117,Thesis,"Women in the Baguio Cathedral : performativity and empowerment","Elloren, Hazel Keith Diamsay",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68178,UBULB0087118,Thesis,"Transmission of salience : a comparative analysis of mainstream and alternative media's coverage of the Luisita massacre","Erese, Lovely M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68179,UBULB0087122,Thesis,"A critical content analysis on the advertisements of a sanitary napkin brand in the Philippines","Esleta, Guia Angelica Perez",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68180,UBULB0087123,Thesis,"A critical discourse analysis on the Philippine political culture among Gloc-9's songs and the youth","Evangelista, Leah Vinluan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68181,UBULB0087124,Thesis,"A semiotic analysis on Yaya Dub's portrayal of women in Eat Bulaga's Kalyeserye","Fabros, Jane Kacy M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68182,UBULB0087125,Thesis,"Isang pagsusuri sa gramatikang Filipino ng mga piling mag-aaral sa ika-sampung baitang ng Pambansang Mataas na Paaralan ng Daniel Maramba","Frogosa, Leah Victorcia M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68183,UBULB0087126,Thesis,"Breeding rage : a study on the influence of online news site in the formation of anti-government opinion","Idjao, Lieanne Magdamit",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-68184,UBULB0087127,Thesis,"Abel : Ilocano lexicons of the weaving industry in Ilocos Norte","Jose, Florence Marie Andres",0,0,,,2017,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
